No;Brand;Phone Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_35mmjack;Sound_Loudspeaker
18;iTel;Oukitel WP35;https://www.gsmarena.com/oukitel_wp35-13009.php;N/A;N/A;18W wired;Li-Po 11000 mAh;"IP68/IP69K dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
Drop resistant up to 1.5m
MIL-STD-810H compliant";N/A;172.2 x 81 x 14.9 mm (6.78 x 3.19 x 0.59 in);Nano-SIM;360 g (12.70 oz);5.2, A2DP, LE;N/A;Yes;GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;1080 x 2408 pixels, 20:9 ratio (~400 ppi density);6.6 inches, 104.9 cm2 (~75.2% screen-to-body ratio);IPS LCD, 450 nits;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2024, May 13;Available. Released 2024, May;"64 MP, f/1.9, (wide), 1/1.73"", PDAF
8 MP, f/2.0, (night vision), 1/4"", AF, infrared night vision lights";LED flash, HDR, panorama;N/A;N/A;1440p@30fps, 1080p@30fps;UFS 2.2;No;256GB 8GB RAM;Gray, Green, Caramel;N/A;About 320 EUR;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 66, 71;1, 2, 3, 5, 7, 8, 20, 25, 28, 38, 41, 66, 77, 78, 79 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6100+ (6 nm);Mali-G57 MC2;Android 14;N/A;"32 MP, f/2.2, (wide), 1/2.74""";1080p@30fps;No;Yes
19;iTel;itel S18;https://www.gsmarena.com/itel_s18-12487.php;N/A;N/A;N/A;5000 mAh;N/A;N/A;-;Dual SIM;-;Yes;N/A;No;GPS;Unspecified;microUSB;Yes;N/A;N/A;720 x 1612 pixels, 20:9 ratio (~267 ppi density);6.6 inches, 104.6 cm2;IPS LCD;N/A;Fingerprint (rear-mounted), accelerometer;2022;Available. Released 2022;"8 MP (wide)
0.08 MP, (macro)
0.08 MP (auxiliary lens)";Dual-LED flash;N/A;N/A;Yes;N/A;microSDXC;64GB 2GB RAM;Mint Green, Digital Sliver, Midnight Black;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);Unisoc SC9863A (28 nm);IMG8322;Android 11 (Go edition);N/A;8 MP;Yes;Yes;Yes
20;iTel;itel Power 70;https://www.gsmarena.com/itel_power_70-13684.php;N/A;N/A;"18W wired
Reverse wired";6000 mAh;IP54 dust protected and water resistant (water splashes);N/A;7.9 mm thickness;Nano-SIM + Nano-SIM;192.4 g (6.81 oz);Yes;N/A;No;GPS;Unspecified;USB Type-C, OTG;Yes;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~263 ppi density);6.67 inches, 107.4 cm2 (~83.8% screen-to-body ratio);IPS LCD, 120Hz, 700 nits;The battery case is included in the retail package;Fingerprint (side-mounted), accelerometer, proximity;2025, March 02;Available. Released 2025, March;N/A;LED flash, HDR, panorama;13 MP;N/A;Yes;N/A;microSDXC;128GB 4GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM;Black, Marine, Bronze, Silver;P673L;About 80 EUR;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core 2.2 GHz Cortex-A53;Mediatek Helio G50 Ultimate;PowerVR GE8320;Android 14, itel OS 14;N/A;8 MP;Yes;Yes;Yes
21;iTel;Oukitel C50;https://www.gsmarena.com/oukitel_c50-13140.php;N/A;N/A;10W wired;Li-Po 5150 mAh;Drop resistant up to 0.8m;N/A;167.5 x 77.7 x 9.2 mm (6.59 x 3.06 x 0.36 in);Nano-SIM;208 g (7.34 oz);5.2, A2DP, LE;N/A;No;GPS, GALILEO, GLONASS, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;720 x 1600 pixels, 20:9 ratio (~258 ppi density);6.8 inches, 111.6 cm2 (~85.8% screen-to-body ratio);IPS LCD, 400 nits;N/A;Fingerprint (side-mounted), accelerometer, proximity;2024, June 17;Available. Released 2024, June;N/A;LED flash, HDR, panorama;N/A;"50 MP, f/1.8, (wide), 1/2.76"", AF
other unspecified cameras";1080p@30fps;UFS 2.1;microSDXC;128GB 8GB RAM;Grey, Green, Blue;N/A;About 160 EUR;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 5, 7, 8, 19, 20, 28, 38, 39, 40, 41;1, 3, 28, 38, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek Dimensity 6100+ (6 nm);Mali-G57 MC2;Android 14;N/A;"5 MP, f/2.2, (wide), 1/5""";720p@30fps;Yes;Yes
22;iTel;itel A04;https://www.gsmarena.com/itel_a04-12491.php;N/A;N/A;N/A;4000 mAh;N/A;N/A;-;Dual SIM;-;Yes;N/A;No;GPS;Unspecified;microUSB;Yes;N/A;N/A;480 x 960 pixels, 18:9 ratio (~170 ppi density);6.3 inches, 102.4 cm2;IPS LCD;N/A;Fingerprint (rear-mounted), accelerometer;2023;Available. Released 2023;N/A;LED flash;"5 MP (wide)
0.08 MP (auxiliary lens)";N/A;Yes;N/A;microSDXC;32GB 2GB RAM;Lake Cyan, Violet, Sandstone Black;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;N/A;N/A;N/A;Android (Go edition);N/A;5 MP;Yes;Yes;Yes
23;iTel;itel P38;https://www.gsmarena.com/itel_p38-12489.php;N/A;N/A;15W wired;5000 mAh;N/A;N/A;-;Dual SIM;-;Yes;N/A;No;GPS;Unspecified;microUSB;Yes;N/A;N/A;720 x 1612 pixels, 20:9 ratio (~267 ppi density);6.6 inches, 104.6 cm2;IPS LCD;N/A;Fingerprint (rear-mounted), accelerometer;2022;Available. Released 2022;N/A;LED flash;"8 MP (wide)
0.08 MP (auxiliary lens)";N/A;Yes;N/A;microSDXC;32GB 2GB RAM;Galaxy Blue, Spruce Green, Nebula Black;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;Quad-core 1.3 GHz;N/A;N/A;Android 11 (Go edition);N/A;5 MP;Yes;Yes;Yes
24;iTel;Oukitel WP19;https://www.gsmarena.com/oukitel_wp19-12665.php;N/A;N/A;33W wired;Li-Po 21000 mAh;"IP68/IP69K dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
Drop resistant up to 1.5m
MIL-STD-810H compliant";N/A;-;Nano-SIM + Nano-SIM;-;Yes;N/A;Yes;GPS, GLONASS, GALILEO, BDS;Unspecified;USB Type-C 2.0, OTG;Yes;N/A;N/A;1080 x 2460 pixels (~396 ppi density);6.78 inches, 109.2 cm2;IPS LCD, 90Hz;N/A;Unspecified;2022, June;Available. Released 2022, July;N/A;LED flash, panorama;N/A;"64 MP, f/1.8, (wide), PDAF
20 MP, f/2.0, (night vision), 4 infrared night vision lights
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30fps;N/A;microSDXC (dedicated slot);256GB 8GB RAM;Blue, Camo, Camouflage;N/A;About 380 EUR;HSDPA 900 / 2100;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mediatek MT6785V/CD Helio G95 (12 nm);Mali-G76 MC4;Android 12;N/A;16 MP;Yes;Unspecified;Yes
25;iTel;Oukitel WP38;https://www.gsmarena.com/oukitel_wp38-13093.php;N/A;N/A;18W wired;Li-Po 10600 mAh;"IP68/IP69K dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
Drop resistant up to 1.5m
MIL-STD-810H compliant";N/A;172.2 x 80.7 x 17.1 mm (6.78 x 3.18 x 0.67 in);Nano-SIM;366 g (12.91 oz);4.2, A2DP;N/A;Yes;GPS, GLONASS, GALILEO;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;720 x 1600 pixels, 20:9 ratio (~269 ppi density);6.52 inches, 102.6 cm2 (~73.9% screen-to-body ratio);IPS LCD, 400 nits;N/A;Fingerprint (rear-mounted), accelerometer, proximity, compass;2024, May;Available. Released 2024, June;"13 MP, f/2.2, (wide), 1/3.1"", AF
2 MP, f/2.4, (macro)";LED flash, panorama;N/A;N/A;1080p@30fps;UFS 2.1;No;256GB 6GB RAM;Black, Gray, Green;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41, 66;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mediatek MT8788 (12 nm);Mali-G72 MP3;Android 13;N/A;"5 MP, f/2.2, (wide), 1/2.74""";1080p@30fps;No;Yes
26;iTel;Oukitel RT9;https://www.gsmarena.com/oukitel_rt9-13371.php;N/A;N/A;"18W wired
Reverse wired";Li-Po 11000 mAh;"IP68/IP69K dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
MIL-STD-810H compliant";N/A;251.2 x 170 x 14.2 mm (9.89 x 6.69 x 0.56 in);Nano-SIM + Nano-SIM;850 g (1.87 lb);5.0, A2DP, LE;N/A;No;GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;800 x 1280 pixels, 16:10 ratio (~149 ppi density);10.1 inches, 295.8 cm2 (~69.3% screen-to-body ratio);IPS LCD, 400 nits;N/A;Accelerometer, compass;2024, September;Available. Released 2024, September;N/A;LED flash, HDR, panorama;"16 MP, f/1.8, (wide), 1/2.8"", AF";N/A;1080p@30fps;UFS 2.2;microSDXC (uses shared SIM slot);256GB 6GB RAM;Black, Orange;N/A;About 270 EUR;CDMA 1900;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 38, 40, 41, 66;N/A;HSPA, LTE;GSM / CDMA / HSPA / LTE;Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Unisoc T606 (12 nm);Mali-G57 MP1;Android 14;N/A;"16 MP, f/2.2, (wide), 1/3.1""";1080p@30fps;No;Yes, with stereo speakers
27;iTel;itel P65;https://www.gsmarena.com/itel_p65-13258.php;N/A;N/A;18W wired, 40% in 30 min;5000 mAh;LED notification ring on the back;N/A;165.9 x 77.3 x 7.9 mm (6.53 x 3.04 x 0.31 in);Nano-SIM + Nano-SIM;192.4 g (6.81 oz);Yes;N/A;Yes (256/6GB model only);GPS;Unspecified;USB Type-C, OTG;Yes;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~262 ppi density);6.7 inches, 108.4 cm2 (~84.5% screen-to-body ratio);IPS LCD, 120Hz;N/A;Fingerprint (side-mounted), accelerometer, proximity;2024, August 08;Available. Released 2024, August 08;N/A;LED flash, HDR, panorama;"50 MP
Auxiliary lens";N/A;Yes;N/A;microSDXC;128GB 4GB RAM, 128GB 8GB RAM, 256GB 6GB RAM;Cyber Blaze, Cyber Black, Cyber Titanium;P671L;About 110 EUR;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.8 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Unisoc T615 (12 nm);Mali-G57 MP1;Android 14, itel OS 14;N/A;8 MP;Yes;Yes;Yes
28;iTel;itel A25;https://www.gsmarena.com/itel_a25-12501.php;N/A;N/A;N/A;3020 mAh;N/A;N/A;-;Dual SIM;-;Yes;N/A;No;Unspecified;Unspecified;microUSB;Yes;N/A;N/A;720 x 1280 pixels, 16:9 ratio (~294 ppi density);5.0 inches, 68.9 cm2;IPS LCD;N/A;Accelerometer;2020;Available. Released 2020;N/A;LED flash;5 MP;N/A;Yes;N/A;microSDHC;16GB 1GB RAM;Violet, Blue;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;Quad-core 1.4 GHz;Unisoc SC9832E (28 nm);Mali-T820 MP1;Android 9.0 (Pie);LED flash;2 MP;Yes;Yes;Yes
29;iTel;Oukitel RT3 Pro;https://www.gsmarena.com/oukitel_rt3_pro-13459.php;N/A;N/A;10W wired;Li-Po 5150 mAh;"IP68/IP69K dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
Drop resistant up to 1.5m
MIL-STD-810H compliant";N/A;207 x 134 x 13.9 mm (8.15 x 5.28 x 0.55 in);Nano-SIM + Nano-SIM;538 g (1.19 lb);5.0, A2DP, LE;N/A;Yes;GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;800 x 1280 pixels, 16:10 ratio (~189 ppi density);8.0 inches, 185.6 cm2 (~66.9% screen-to-body ratio);IPS LCD, 600 nits;N/A;Accelerometer, compass;2024, October;Available. Released 2024, October;"16 MP, f/2.0, (wide), 1/3.06"", PDAF
0.3 MP, f/2.2, (depth)";LED flash;N/A;N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);128GB 4GB RAM;Black, Orange, Green;N/A;About 180 EUR;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41, 66;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55);Mediatek Helio G81 (12 nm);Mali-G52 MC2;Android 14;N/A;"8 MP, f/2.0, (wide), 1/4.0""";720p@30fps;No;Yes, with stereo speakers
30;iTel;itel A49;https://www.gsmarena.com/itel_a49-12496.php;N/A;N/A;N/A;4000 mAh;N/A;N/A;-;Dual SIM;-;Yes;N/A;No;GPS;Unspecified;microUSB;Yes;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~266 ppi density);6.6 inches, 105.2 cm2;IPS LCD;N/A;Fingerprint (rear-mounted), accelerometer;2022;Available. Released 2022;N/A;LED flash;5 MP;N/A;Yes;N/A;microSDXC;32GB 2GB RAM;Blue;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;Quad-core 1.4 GHz;Unisoc SC9832E (28 nm);Mali-T820 MP1;Android 11 (Go edition);N/A;5 MP;Yes;Yes;Yes
31;iTel;itel P40;https://www.gsmarena.com/itel_p40-12481.php;N/A;N/A;18W wired;6000 mAh;N/A;N/A;-;Dual SIM;-;Yes;N/A;No;GPS;Unspecified;microUSB;Yes;N/A;N/A;720 x 1612 pixels, 20:9 ratio (~267 ppi density);6.6 inches, 104.6 cm2;IPS LCD;N/A;Fingerprint (rear-mounted), accelerometer;2023;Available. Released 2023;"13 MP
0.3 MP";LED flash;N/A;N/A;1080p@30fps;N/A;microSDXC;32GB 3GB RAM, 64GB 2GB RAM, 64GB 4GB RAM;Force Black, Dreamy Blue, Luxurious Gold;P662L, P662LN;About 130 EUR;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);Unisoc SC9863A (28 nm);IMG8322;Android 12 (Go edition);N/A;5 MP;Yes;Yes;Yes
32;iTel;itel P40+;https://www.gsmarena.com/itel_p40+-12480.php;N/A;N/A;18W wired;7000 mAh;N/A;N/A;8.9 mm thickness;Dual SIM;-;Yes;N/A;No;GPS;Unspecified;USB Type-C;Yes;N/A;N/A;720 x 1640 pixels (~263 ppi density);6.8 inches, 109.8 cm2;IPS LCD, 90Hz;N/A;Fingerprint (side-mounted), accelerometer;2023;Available. Released 2023;N/A;LED flash;"13 MP
0.08 MP (auxiliary lens)";N/A;1080p@30fps;UFS 2.2;microSDXC;128GB 4GB RAM;Force Black, Ice Cyan;‎P683L;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41 LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Unisoc T606 (12 nm);Mali-G57 MP1;Android 12 or 13;N/A;8 MP;Yes;Yes;Yes
33;iTel;Oukitel WP36 Pro;https://www.gsmarena.com/oukitel_wp36_pro-13510.php;N/A;N/A;"15W wired
Reverse wired";Li-Po 10600 mAh;"IP68/IP69K dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
Drop resistant up to 1.5m
MIL-STD-810H compliant";N/A;172.2 x 80.7 x 19.1 mm (6.78 x 3.18 x 0.75 in);Nano-SIM + Nano-SIM;393.7 g (13.90 oz);5.0, A2DP, LE;N/A;Yes;GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;720 x 1600 pixels, 20:9 ratio (~269 ppi density);6.52 inches, 102.6 cm2 (~73.9% screen-to-body ratio);IPS LCD, 400 nits;N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2024, October 08;Available. Released 2024, November;"13 MP, f/2.2, (wide), 1/3.1"", AF
2 MP, (macro)";LED flash;N/A;N/A;1080p@30fps;UFS 2.1;microSDXC (uses shared SIM slot);256GB 6GB RAM;Black;N/A;$ 140.99;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 38, 39, 40, 41, 66;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mediatek MT8788 (12 nm);Mali-G72 MP3;Android 14;N/A;"5 MP, f/2.2, (wide), 1/5.0""";1080p@30fps;No;Yes (128 dB, 3.5W peak)
34;iTel;itel A23 Pro;https://www.gsmarena.com/itel_a23_pro-12499.php;N/A;N/A;N/A;2400 mAh;N/A;N/A;-;Dual SIM;-;Yes;N/A;No;Unspecified;Unspecified;microUSB;Yes;N/A;N/A;480 x 854 pixels, 16:9 ratio (~196 ppi density);5.0 inches, 68.9 cm2;IPS LCD;N/A;Accelerometer;2021;Available. Released 2021;N/A;LED flash;2 MP;N/A;Yes;N/A;microSDXC;8GB 1GB RAM;Sapphire Blue, Lake Blue;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;LTE;N/A;HSPA, LTE;GSM / HSPA / LTE;Quad-core 1.4 GHz;Unisoc SC9832E (28 nm);Mali-T820 MP1;Android 10 (Go edition);LED flash;0.3 MP;Yes;Yes;Yes
35;iTel;Oukitel C58 Pro;https://www.gsmarena.com/oukitel_c58_pro-13488.php;N/A;N/A;10W wired;Li-Po 5150 mAh;N/A;Glass front, plastic back;166.8 x 77.5 x 8.7 mm (6.57 x 3.05 x 0.34 in);Nano-SIM + Nano-SIM;199 g (7.02 oz);5.0, A2DP, LE;N/A;Yes;GPS, GALILEO, GLONASS, BDS;FM radio;USB Type-C, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;Corning Gorilla Glass 5;720 x 1600 pixels, 20:9 ratio (~262 ppi density);6.7 inches, 108.4 cm2 (~83.8% screen-to-body ratio);IPS LCD, 430 nits;N/A;Accelerometer, proximity;2024, November;Available. Released 2024, November;"50 MP, f/1.8, (wide), 1/2.76"", AF
other unspecified camera";LED flash, HDR, panorama;N/A;N/A;1080p@30fps;N/A;microSDXC (uses shared SIM slot);256GB 6GB RAM;Black, Blue, Green;N/A;About 160 EUR;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 25, 26, 28, 66;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55);Unisoc T606 (12 nm);Mali-G57 MP1;Android 14;N/A;"8 MP, f/2.0, (wide), 1/4.0""";720p@30fps;Yes;Yes
